timestamp,game_time,move_number,seed,move_type,tetromino_x,tetromino_y,tetromino_shape,tetromino_rotation,next_shape,fall_speed,score,level,lines_cleared,probabilities,chosen_probability
2025-06-10 13:52:27.450,0.001,1,[988],SOFT_DROP,5,0,I,0,S,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:27.465,0.015,2,[988],NO_MOVE,5,0,I,0,S,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.481,0.032,3,[988],NO_MOVE,5,0,I,0,S,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.498,0.049,4,[988],SOFT_DROP,5,0,I,0,S,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:27.515,0.065,5,[988],HARD_DROP,5,0,I,0,S,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:27.531,0.081,6,[988],NO_MOVE,5,0,S,0,L,1.000,38,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.548,0.099,7,[988],HARD_DROP,5,0,S,0,L,1.000,38,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:27.565,0.116,8,[988],NO_MOVE,5,0,L,0,J,1.000,72,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.581,0.132,9,[988],NO_MOVE,5,0,L,0,J,1.000,72,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.598,0.148,10,[988],HARD_DROP,5,0,L,0,J,1.000,72,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:27.615,0.166,11,[988],NO_MOVE,5,0,J,0,O,1.000,102,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.633,0.183,12,[988],NO_MOVE,5,0,J,0,O,1.000,102,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.649,0.200,13,[988],NO_MOVE,5,0,J,0,O,1.000,102,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.666,0.216,14,[988],HARD_DROP,5,0,J,0,O,1.000,102,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:27.683,0.234,15,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.700,0.251,16,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.718,0.268,17,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.735,0.286,18,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.751,0.302,19,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.769,0.319,20,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.785,0.336,21,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.803,0.353,22,[988],NO_MOVE,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.819,0.370,23,[988],SOFT_DROP,5,0,O,0,J,1.000,128,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:27.836,0.387,24,[988],NO_MOVE,5,1,O,0,J,1.000,129,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.853,0.403,25,[988],NO_MOVE,5,1,O,0,J,1.000,129,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.870,0.421,26,[988],NO_MOVE,5,1,O,0,J,1.000,129,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.887,0.438,27,[988],NO_MOVE,5,1,O,0,J,1.000,129,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.903,0.454,28,[988],SOFT_DROP,5,1,O,0,J,1.000,129,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:27.920,0.470,29,[988],HARD_DROP,5,1,O,0,J,1.000,129,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:27.937,0.488,30,[988],NO_MOVE,5,0,J,0,S,1.000,149,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.955,0.505,31,[988],NO_MOVE,5,0,J,0,S,1.000,149,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:27.971,0.522,32,[988],SOFT_DROP,5,0,J,0,S,1.000,149,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:27.988,0.539,33,[988],NO_MOVE,5,1,J,0,S,1.000,150,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.005,0.556,34,[988],NO_MOVE,5,1,J,0,S,1.000,150,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.022,0.573,35,[988],NO_MOVE,5,1,J,0,S,1.000,150,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.038,0.589,36,[988],NO_MOVE,5,1,J,0,S,1.000,150,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.055,0.606,37,[988],NO_MOVE,5,1,J,0,S,1.000,150,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.072,0.623,38,[988],NO_MOVE,5,1,J,0,S,1.000,150,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.089,0.640,39,[988],NO_MOVE,5,2,J,0,S,1.000,151,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.106,0.656,40,[988],NO_MOVE,5,2,J,0,S,1.000,151,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.123,0.674,41,[988],NO_MOVE,5,2,J,0,S,1.000,151,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.140,0.691,42,[988],NO_MOVE,5,2,J,0,S,1.000,151,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.158,0.708,43,[988],NO_MOVE,5,2,J,0,S,1.000,151,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.175,0.726,44,[988],HARD_DROP,5,2,J,0,S,1.000,151,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:28.193,0.743,45,[988],NO_MOVE,5,0,S,0,S,1.000,167,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.209,0.760,46,[988],NO_MOVE,5,0,S,0,S,1.000,167,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.226,0.777,47,[988],SOFT_DROP,5,0,S,0,S,1.000,167,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:28.243,0.794,48,[988],NO_MOVE,5,1,S,0,S,1.000,168,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.260,0.811,49,[988],HARD_DROP,5,1,S,0,S,1.000,168,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:28.277,0.828,50,[988],NO_MOVE,5,0,S,0,O,1.000,182,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:28.294,0.845,51,[988],NO_MOVE,5,0,S,0,O,1.000,182,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
