timestamp,game_time,move_number,seed,move_type,tetromino_x,tetromino_y,tetromino_shape,tetromino_rotation,next_shape,fall_speed,score,level,lines_cleared,probabilities,chosen_probability
2025-06-10 13:52:23.425,0.001,1,[893],NO_MOVE,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.439,0.015,2,[893],NO_MOVE,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.456,0.032,3,[893],NO_MOVE,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.474,0.050,4,[893],NO_MOVE,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.491,0.067,5,[893],NO_MOVE,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.507,0.083,6,[893],NO_MOVE,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.525,0.101,7,[893],HARD_DROP,5,0,S,0,Z,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:23.542,0.119,8,[893],ROTATE,5,0,Z,0,S,1.000,36,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0315
2025-06-10 13:52:23.560,0.136,9,[893],NO_MOVE,5,0,Z,1,S,1.000,36,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.577,0.153,10,[893],NO_MOVE,5,0,Z,1,S,1.000,36,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.594,0.170,11,[893],HARD_DROP,5,0,Z,1,S,1.000,36,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:23.610,0.186,12,[893],NO_MOVE,5,0,S,0,S,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.627,0.203,13,[893],NO_MOVE,5,0,S,0,S,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.644,0.220,14,[893],NO_MOVE,5,0,S,0,S,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.660,0.237,15,[893],SOFT_DROP,5,0,S,0,S,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:23.677,0.253,16,[893],NO_MOVE,5,1,S,0,S,1.000,69,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.694,0.270,17,[893],MOVE_RIGHT,5,1,S,0,S,1.000,69,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0116
2025-06-10 13:52:23.711,0.287,18,[893],ROTATE,6,1,S,0,S,1.000,69,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0315
2025-06-10 13:52:23.728,0.304,19,[893],NO_MOVE,6,1,S,1,S,1.000,69,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.745,0.321,20,[893],SOFT_DROP,6,1,S,1,S,1.000,69,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:23.762,0.338,21,[893],NO_MOVE,6,1,S,1,S,1.000,69,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.779,0.355,22,[893],HARD_DROP,6,2,S,1,S,1.000,70,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:23.795,0.372,23,[893],NO_MOVE,5,0,S,0,O,1.000,94,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.812,0.389,24,[893],SOFT_DROP,5,0,S,0,O,1.000,94,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:52:23.829,0.405,25,[893],NO_MOVE,5,0,S,0,O,1.000,94,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.847,0.423,26,[893],NO_MOVE,5,0,S,0,O,1.000,94,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.863,0.439,27,[893],NO_MOVE,5,0,S,0,O,1.000,94,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.879,0.456,28,[893],NO_MOVE,5,1,S,0,O,1.000,95,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.896,0.472,29,[893],NO_MOVE,5,1,S,0,O,1.000,95,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.913,0.490,30,[893],NO_MOVE,5,1,S,0,O,1.000,95,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:52:23.930,0.507,31,[893],HARD_DROP,5,1,S,0,O,1.000,95,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:23.948,0.524,32,[893],HARD_DROP,5,0,O,0,L,1.000,117,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:52:23.964,0.540,33,[893],ROTATE,5,0,L,0,T,1.000,137,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0315
2025-06-10 13:52:23.982,0.558,34,[893],HARD_DROP,5,0,L,1,T,1.000,137,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
