timestamp,game_time,move_number,seed,move_type,tetromino_x,tetromino_y,tetromino_shape,tetromino_rotation,next_shape,fall_speed,score,level,lines_cleared,probabilities,chosen_probability
2025-06-10 13:29:47.505,0.001,1,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.001,2,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.001,3,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.001,4,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.001,5,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.001,6,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.002,7,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.506,0.002,8,2,SOFT_DROP,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:29:47.507,0.002,9,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.507,0.002,10,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.507,0.002,11,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.507,0.002,12,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.507,0.002,13,2,SOFT_DROP,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:29:47.507,0.002,14,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.507,0.003,15,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.507,0.003,16,2,SOFT_DROP,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0858
2025-06-10 13:29:47.507,0.003,17,2,NO_MOVE,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.508,0.003,18,2,HARD_DROP,5,0,J,0,O,1.000,0,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:29:47.509,0.004,19,2,HARD_DROP,5,0,O,0,I,1.000,36,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:29:47.510,0.006,20,2,ROTATE,5,0,I,0,T,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0315
2025-06-10 13:29:47.511,0.006,21,2,ROTATE,5,0,I,1,T,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.0315
2025-06-10 13:29:47.511,0.006,22,2,HARD_DROP,5,0,I,2,T,1.000,68,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.2331
2025-06-10 13:29:47.512,0.007,23,2,NO_MOVE,5,0,T,0,T,1.000,98,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.512,0.008,24,2,NO_MOVE,5,0,T,0,T,1.000,98,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.513,0.008,25,2,NO_MOVE,5,0,T,0,T,1.000,98,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.513,0.008,26,2,NO_MOVE,5,0,T,0,T,1.000,98,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
2025-06-10 13:29:47.513,0.008,27,2,NO_MOVE,5,0,T,0,T,1.000,98,1,0,0.0043;0.0116;0.0315;0.0858;0.2331;0.6337,0.6337
